strain	virus	genbank_accession	date	region	iso	country	division	location	segment	length	host	lab
GQ868506	Dengue virus 	GQ868506	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
KJ189331	Dengue virus 	KJ189331	2008-XX-XX	Mexico	MEX	Mexico			complete	10448.0	Homo sapiens	
KJ189315	Dengue virus 	KJ189315	2008-XX-XX	Mexico	MEX	Mexico			complete	10448.0	Culicidae	
KJ189314	Dengue virus 	KJ189314	2008-XX-XX	Mexico	MEX	Mexico			complete	10450.0	Culicidae	
KJ189313	Dengue virus 	KJ189313	2008-XX-XX	Mexico	MEX	Mexico			complete	10445.0	Culicidae	
KJ189312	Dengue virus 	KJ189312	2008-XX-XX	Mexico	MEX	Mexico			complete	10444.0	Culicidae	
GQ868507	Dengue virus 	GQ868507	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10659.0	Homo sapiens	
KF955419	Dengue virus 	KF955419	2007-XX-XX	Mexico	MEX	Mexico			partial	10690.0	Homo sapiens	
GQ868524	Dengue virus 	GQ868524	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10690.0	Homo sapiens	
KJ189334	Dengue virus 	KJ189334	2008-XX-XX	Mexico	MEX	Mexico			complete	10445.0	Homo sapiens	
GQ868523	Dengue virus 	GQ868523	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10675.0	Homo sapiens	
GQ868521	Dengue virus 	GQ868521	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10690.0	Homo sapiens	
GQ868520	Dengue virus 	GQ868520	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10690.0	Homo sapiens	
GQ868519	Dengue virus 	GQ868519	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
GQ868518	Dengue virus 	GQ868518	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
GQ868517	Dengue virus 	GQ868517	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10690.0	Homo sapiens	
GQ868514	Dengue virus 	GQ868514	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
GQ868513	Dengue virus 	GQ868513	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
GQ868512	Dengue virus 	GQ868512	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10674.0	Homo sapiens	
GQ868511	Dengue virus 	GQ868511	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10680.0	Homo sapiens	
GQ868510	Dengue virus 	GQ868510	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
GQ868509	Dengue virus 	GQ868509	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
GQ868522	Dengue virus 	GQ868522	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10675.0	Homo sapiens	
GU131976	Dengue virus 	GU131976	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10487.0	Homo sapiens	
KJ189335	Dengue virus 	KJ189335	2008-XX-XX	Mexico	MEX	Mexico			complete	10444.0	Homo sapiens	
KJ189337	Dengue virus 	KJ189337	2008-XX-XX	Mexico	MEX	Mexico			complete	10446.0	Homo sapiens	
GU131978	Dengue virus 	GU131978	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10656.0	Homo sapiens	
GU131979	Dengue virus 	GU131979	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10661.0	Homo sapiens	
GU131980	Dengue virus 	GU131980	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10608.0	Homo sapiens	
GU131981	Dengue virus 	GU131981	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10649.0	Homo sapiens	
KF955420	Dengue virus 	KF955420	2007-XX-XX	Mexico	MEX	Mexico			partial	10669.0	Homo sapiens	
GQ868500	Dengue virus 	GQ868500	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
GQ868501	Dengue virus 	GQ868501	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
GQ868502	Dengue virus 	GQ868502	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10689.0	Homo sapiens	
KJ189327	Dengue virus 	KJ189327	2007-XX-XX	Mexico	MEX	Mexico			complete	10445.0	Homo sapiens	
MH936426	Dengue virus DENV1	MH936426	2016-01-18	Mexico	MEX	Mexico	MEX/Puebla		partial	1479.0	Homo sapiens	
KJ189336	Dengue virus 	KJ189336	2008-XX-XX	Mexico	MEX	Mexico			complete	10448.0	Homo sapiens	
KJ189328	Dengue virus 	KJ189328	2007-XX-XX	Mexico	MEX	Mexico			complete	10444.0	Homo sapiens	
GQ868503	Dengue virus 	GQ868503	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10676.0	Homo sapiens	
KY346989	Dengue virus 1	KY346989	2013-XX-XX	Mexico	MEX	Mexico	MEX/Sinaloa	Mazatlan	partial	3591.0	Homo sapiens	
KJ189329	Dengue virus 	KJ189329	2007-XX-XX	Mexico	MEX	Mexico			complete	10449.0	Homo sapiens	
GQ868508	Dengue virus 	GQ868508	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
GQ868505	Dengue virus 	GQ868505	2007-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10690.0	Homo sapiens	
KJ189330	Dengue virus 	KJ189330	2007-XX-XX	Mexico	MEX	Mexico			complete	10448.0	Homo sapiens	
KF955433	Dengue virus 	KF955433	2008-XX-XX	Mexico	MEX	Mexico			partial	10686.0	Homo sapiens	
KF955432	Dengue virus 	KF955432	2008-XX-XX	Mexico	MEX	Mexico			partial	5943.0	Homo sapiens	
KJ189340	Dengue virus 	KJ189340	2008-XX-XX	Mexico	MEX	Mexico			complete	10444.0	Homo sapiens	
KJ189339	Dengue virus 	KJ189339	2008-XX-XX	Mexico	MEX	Mexico			complete	10449.0	Homo sapiens	
KJ189338	Dengue virus 	KJ189338	2008-XX-XX	Mexico	MEX	Mexico			complete	10448.0	Homo sapiens	
MH936422	Dengue virus DENV1	MH936422	2017-01-01	Mexico	MEX	Mexico	MEX/Guerrero		partial	1479.0	Homo sapiens	
JQ065954	Dengue virus 1	JQ065954	2010-11-23	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
KJ189326	Dengue virus 	KJ189326	2007-XX-XX	Mexico	MEX	Mexico			complete	10449.0	Homo sapiens	
KY347002	Dengue virus 1	KY347002	2012-XX-XX	Mexico	MEX	Mexico	MEX/Jalisco	Magdalena	partial	3498.0	Homo sapiens	
JQ920428	Dengue virus 	JQ920428	2010-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ920429	Dengue virus 	JQ920429	2010-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ920430	Dengue virus 	JQ920430	2010-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ920431	Dengue virus 	JQ920431	2010-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ920432	Dengue virus 	JQ920432	2010-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065933	Dengue virus 1	JQ065933	2010-07-08	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065922	Dengue virus 1	JQ065922	2010-07-28	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065934	Dengue virus 1	JQ065934	2010-07-28	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065945	Dengue virus 1	JQ065945	2010-08-16	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065937	Dengue virus 1	JQ065937	2010-08-20	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
KJ189369	Dengue virus 	KJ189369	2011-XX-XX	Mexico	MEX	Mexico			complete	10456.0	Homo sapiens	
KJ189349	Dengue virus 	KJ189349	2011-XX-XX	Mexico	MEX	Mexico			complete	10384.0	Homo sapiens	
KJ189348	Dengue virus 	KJ189348	2011-XX-XX	Mexico	MEX	Mexico			complete	10445.0	Homo sapiens	
KJ189307	Dengue virus 	KJ189307	2011-XX-XX	Mexico	MEX	Mexico			complete	10445.0	Homo sapiens	
KJ189306	Dengue virus 	KJ189306	2011-XX-XX	Mexico	MEX	Mexico			complete	10445.0	Homo sapiens	
JQ065947	Dengue virus 1	JQ065947	2010-08-23	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065950	Dengue virus 1	JQ065950	2010-08-29	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065902	Dengue virus 1	JQ065902	2010-08-30	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065907	Dengue virus 1	JQ065907	2010-09-01	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
KJ189347	Dengue virus 	KJ189347	2009-XX-XX	Mexico	MEX	Mexico			complete	10444.0	Homo sapiens	
KJ189345	Dengue virus 	KJ189345	2009-XX-XX	Mexico	MEX	Mexico			complete	10444.0	Homo sapiens	
GQ868530	Dengue virus 	GQ868530	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10662.0	Homo sapiens	
GQ868531	Dengue virus 	GQ868531	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10683.0	Homo sapiens	
GQ868532	Dengue virus 	GQ868532	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10681.0	Homo sapiens	
GQ868533	Dengue virus 	GQ868533	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10690.0	Homo sapiens	
GQ868534	Dengue virus 	GQ868534	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
GQ868535	Dengue virus 	GQ868535	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10690.0	Homo sapiens	
KJ189368	Dengue virus 	KJ189368	2012-XX-XX	Mexico	MEX	Mexico			complete	10480.0	Homo sapiens	
GQ868537	Dengue virus 	GQ868537	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Aedes aegypti	
GQ868538	Dengue virus 	GQ868538	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10690.0	Aedes aegypti	
GQ868539	Dengue virus 	GQ868539	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10663.0	Aedes aegypti	
KY347009	Dengue virus 1	KY347009	2014-XX-XX	Mexico	MEX	Mexico	MEX/Puebla		partial	6390.0	Homo sapiens	
KY347011	Dengue virus 1	KY347011	2014-XX-XX	Mexico	MEX	Mexico	MEX/Puebla		partial	6396.0	Homo sapiens	
KY347013	Dengue virus 1	KY347013	2014-XX-XX	Mexico	MEX	Mexico	MEX/Chiapas		partial	6396.0	Homo sapiens	
KJ189316	Dengue virus 	KJ189316	2009-XX-XX	Mexico	MEX	Mexico			complete	10445.0	Culicidae	
KJ189341	Dengue virus 	KJ189341	2009-XX-XX	Mexico	MEX	Mexico			complete	10445.0	Homo sapiens	
KJ189342	Dengue virus 	KJ189342	2009-XX-XX	Mexico	MEX	Mexico			complete	10444.0	Homo sapiens	
KJ189343	Dengue virus 	KJ189343	2009-XX-XX	Mexico	MEX	Mexico			complete	10444.0	Homo sapiens	
KJ189344	Dengue virus 	KJ189344	2009-XX-XX	Mexico	MEX	Mexico			complete	10444.0	Homo sapiens	
KJ189346	Dengue virus 	KJ189346	2009-XX-XX	Mexico	MEX	Mexico			complete	10442.0	Homo sapiens	
GQ868529	Dengue virus 	GQ868529	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
KM279414	Dengue virus 1	KM279414	2011-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065938	Dengue virus 1	JQ065938	2010-09-30	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065948	Dengue virus 1	JQ065948	2010-10-01	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065927	Dengue virus 1	JQ065927	2010-10-02	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065920	Dengue virus 1	JQ065920	2010-10-05	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065956	Dengue virus 1	JQ065956	2010-10-05	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065918	Dengue virus 1	JQ065918	2010-10-06	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065955	Dengue virus 1	JQ065955	2010-10-06	Mexico	MEX	Mexico			partial	1481.0	Homo sapiens	
JQ065932	Dengue virus 1	JQ065932	2010-10-08	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065939	Dengue virus 1	JQ065939	2010-10-08	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065924	Dengue virus 1	JQ065924	2010-10-17	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065928	Dengue virus 1	JQ065928	2010-10-19	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065942	Dengue virus 1	JQ065942	2010-10-21	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065946	Dengue virus 1	JQ065946	2010-10-25	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065953	Dengue virus 1	JQ065953	2010-10-25	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065941	Dengue virus 1	JQ065941	2010-11-01	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065929	Dengue virus 1	JQ065929	2010-11-02	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065949	Dengue virus 1	JQ065949	2010-11-03	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065930	Dengue virus 1	JQ065930	2010-11-04	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065957	Dengue virus 1	JQ065957	2010-11-24	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065931	Dengue virus 1	JQ065931	2010-09-27	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065915	Dengue virus 1	JQ065915	2010-09-01	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065913	Dengue virus 1	JQ065913	2010-09-24	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065901	Dengue virus 1	JQ065901	2010-09-21	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065899	Dengue virus 1	JQ065899	2010-09-02	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065912	Dengue virus 1	JQ065912	2010-09-02	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065900	Dengue virus 1	JQ065900	2010-09-03	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065905	Dengue virus 1	JQ065905	2010-09-03	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065906	Dengue virus 1	JQ065906	2010-09-03	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065935	Dengue virus 1	JQ065935	2010-09-03	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065903	Dengue virus 1	JQ065903	2010-09-06	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065917	Dengue virus 1	JQ065917	2010-09-06	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065916	Dengue virus 1	JQ065916	2010-09-07	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065921	Dengue virus 1	JQ065921	2010-09-07	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065923	Dengue virus 1	JQ065923	2010-09-08	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065908	Dengue virus 1	JQ065908	2010-09-09	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065914	Dengue virus 1	JQ065914	2010-09-09	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065951	Dengue virus 1	JQ065951	2010-09-10	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065926	Dengue virus 1	JQ065926	2010-09-13	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065943	Dengue virus 1	JQ065943	2010-09-13	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065911	Dengue virus 1	JQ065911	2010-09-15	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065925	Dengue virus 1	JQ065925	2010-09-15	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065904	Dengue virus 1	JQ065904	2010-09-17	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065909	Dengue virus 1	JQ065909	2010-09-20	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065919	Dengue virus 1	JQ065919	2010-09-20	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
JQ065910	Dengue virus 1	JQ065910	2010-09-24	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
KF955424	Dengue virus 	KF955424	2007-XX-XX	Mexico	MEX	Mexico			partial	9928.0	Homo sapiens	
GQ868536	Dengue virus 	GQ868536	2008-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Aedes aegypti	
KY818261	Dengue virus 	KY818261	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
MH936425	Dengue virus DENV1	MH936425	2018-06-15	Mexico	MEX	Mexico	MEX/Michoacan		partial	1479.0	Homo sapiens	
GQ868499	Dengue virus 	GQ868499	2006-XX-XX	Mexico	MEX	Mexico	MEX/Quintana Roo		complete	10684.0	Homo sapiens	
GQ868498	Dengue virus 	GQ868498	2006-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10684.0	Homo sapiens	
GU131958	Dengue virus 	GU131958	2006-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10656.0	Homo sapiens	
GU131957	Dengue virus 	GU131957	2006-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10677.0	Homo sapiens	
GU131956	Dengue virus 	GU131956	2006-XX-XX	Mexico	MEX	Mexico	MEX/Yucatan		complete	10690.0	Homo sapiens	
HM171570	Dengue virus 	HM171570	2006-XX-XX	Mexico	MEX	Mexico	MEX/Nejapa de Morelos	Oaxaca	partial	1485.0	Homo sapiens	
HM171568	Dengue virus 	HM171568	2006-XX-XX	Mexico	MEX	Mexico	MEX/Puerto Vallarta	Jalisco	partial	1485.0	Homo sapiens	
MH936423	Dengue virus DENV1	MH936423	2018-06-15	Mexico	MEX	Mexico	MEX/Michoacan		partial	1479.0	Homo sapiens	
HM171567	Dengue virus 	HM171567	2006-XX-XX	Mexico	MEX	Mexico	MEX/La Colorada	Sonora	partial	1485.0	Homo sapiens	
HM171562	Dengue virus 	HM171562	2006-XX-XX	Mexico	MEX	Mexico	MEX/Ocosingo	Chiapas	partial	1485.0	Homo sapiens	
KY818260	Dengue virus 	KY818260	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
HM171559	Dengue virus 	HM171559	2006-XX-XX	Mexico	MEX	Mexico	MEX/Mocorito	Sinaloa	partial	1485.0	Homo sapiens	
KY818266	Dengue virus 	KY818266	2013-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818276	Dengue virus 	KY818276	2013-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818277	Dengue virus 	KY818277	2013-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
HM171558	Dengue virus 	HM171558	2006-XX-XX	Mexico	MEX	Mexico	MEX/Veracruz	Veracruz	partial	1485.0	Homo sapiens	
HM171557	Dengue virus 	HM171557	2006-XX-XX	Mexico	MEX	Mexico	MEX/Cuernavaca	Morelos	partial	1485.0	Homo sapiens	
HM171566	Dengue virus 	HM171566	2006-XX-XX	Mexico	MEX	Mexico	MEX/Huimanguillo	Tabasco	partial	1485.0	Homo sapiens	
KY882515	Dengue virus 	KY882515	2013-XX-XX	Mexico	MEX	Mexico			partial	1866.0	Homo sapiens	
MH936424	Dengue virus DENV1	MH936424	2018-06-14	Mexico	MEX	Mexico	MEX/Michoacan		partial	1479.0	Homo sapiens	
KY818209	Dengue virus 	KY818209	2013-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KJ189325	Dengue virus 	KJ189325	2007-XX-XX	Mexico	MEX	Mexico			complete	10444.0	Homo sapiens	
KJ189324	Dengue virus 	KJ189324	2007-XX-XX	Mexico	MEX	Mexico			complete	10444.0	Homo sapiens	
KM279420	Dengue virus 1	KM279420	2012-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
KM279419	Dengue virus 1	KM279419	2012-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
KM279418	Dengue virus 1	KM279418	2012-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
KM279417	Dengue virus 1	KM279417	2012-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
KM279416	Dengue virus 1	KM279416	2012-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
KM279415	Dengue virus 1	KM279415	2012-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
MH936427	Dengue virus DENV1	MH936427	2018-03-05	Mexico	MEX	Mexico	MEX/Veracruz		partial	1479.0	Homo sapiens	
KM279413	Dengue virus 1	KM279413	2012-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
KM279411	Dengue virus 1	KM279411	2012-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
KJ189323	Dengue virus 	KJ189323	2007-XX-XX	Mexico	MEX	Mexico			complete	10445.0	Homo sapiens	
KJ189322	Dengue virus 	KJ189322	2007-XX-XX	Mexico	MEX	Mexico			complete	10445.0	Homo sapiens	
KJ189321	Dengue virus 	KJ189321	2007-XX-XX	Mexico	MEX	Mexico			complete	10444.0	Homo sapiens	
KJ189320	Dengue virus 	KJ189320	2007-XX-XX	Mexico	MEX	Mexico			complete	10445.0	Homo sapiens	
KJ189319	Dengue virus 	KJ189319	2007-XX-XX	Mexico	MEX	Mexico			complete	10446.0	Homo sapiens	
KJ189318	Dengue virus 	KJ189318	2007-XX-XX	Mexico	MEX	Mexico			complete	10444.0	Homo sapiens	
KJ189317	Dengue virus 	KJ189317	2007-XX-XX	Mexico	MEX	Mexico			complete	10448.0	Homo sapiens	
KM279412	Dengue virus 1	KM279412	2012-XX-XX	Mexico	MEX	Mexico			partial	1485.0	Homo sapiens	
KY882518	Dengue virus 	KY882518	2012-XX-XX	Mexico	MEX	Mexico			partial	1866.0	Homo sapiens	
HM171560	Dengue virus 	HM171560	2006-XX-XX	Mexico	MEX	Mexico	MEX/Jalpan de Serra	Queretaro	partial	1485.0	Homo sapiens	
KF955423	Dengue virus 	KF955423	2007-XX-XX	Mexico	MEX	Mexico			partial	6474.0	Homo sapiens	
KY818281	Dengue virus 	KY818281	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818282	Dengue virus 	KY818282	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818280	Dengue virus 	KY818280	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818283	Dengue virus 	KY818283	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818284	Dengue virus 	KY818284	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818285	Dengue virus 	KY818285	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818286	Dengue virus 	KY818286	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818287	Dengue virus 	KY818287	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KF955415	Dengue virus 	KF955415	2006-XX-XX	Mexico	MEX	Mexico			partial	10508.0	Homo sapiens	
KY818279	Dengue virus 	KY818279	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KF955417	Dengue virus 	KF955417	2006-XX-XX	Mexico	MEX	Mexico			partial	10690.0	Homo sapiens	
KY882517	Dengue virus 	KY882517	2013-XX-XX	Mexico	MEX	Mexico			partial	1866.0	Homo sapiens	
KY818278	Dengue virus 	KY818278	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818275	Dengue virus 	KY818275	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KF955416	Dengue virus 	KF955416	2006-XX-XX	Mexico	MEX	Mexico			partial	10690.0	Homo sapiens	
KY818273	Dengue virus 	KY818273	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818262	Dengue virus 	KY818262	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818263	Dengue virus 	KY818263	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818274	Dengue virus 	KY818274	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818265	Dengue virus 	KY818265	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818267	Dengue virus 	KY818267	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818268	Dengue virus 	KY818268	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818264	Dengue virus 	KY818264	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818270	Dengue virus 	KY818270	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818271	Dengue virus 	KY818271	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818272	Dengue virus 	KY818272	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
KY818269	Dengue virus 	KY818269	2012-XX-XX	Mexico	MEX	Mexico			partial	1983.0	Homo sapiens	
FJ024423	Dengue virus 	FJ024423	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
FJ810419	Dengue virus 	FJ810419	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Carazo		complete	10690.0	Homo sapiens	
FJ024478	Dengue virus 	FJ024478	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
FJ024480	Dengue virus 	FJ024480	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
FJ024481	Dengue virus 	FJ024481	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
FJ024482	Dengue virus 	FJ024482	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
FJ024483	Dengue virus 	FJ024483	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
FJ024484	Dengue virus 	FJ024484	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
