strain	virus	genbank_accession	date	region	iso	country	division	location	segment	length	host	lab
FJ850061	Dengue virus 	FJ850061	2000-XX-XX	Central America	NIC	Nicaragua	NIC/Leon		complete	10690.0	Homo sapiens	
FJ850062	Dengue virus 	FJ850062	2000-XX-XX	Central America	NIC	Nicaragua	NIC/Leon		complete	10679.0	Homo sapiens	
FJ850063	Dengue virus 	FJ850063	2000-XX-XX	Central America	NIC	Nicaragua	NIC/Leon		complete	10679.0	Homo sapiens	
FJ850064	Dengue virus 	FJ850064	2000-XX-XX	Central America	NIC	Nicaragua	NIC/Leon		complete	10679.0	Homo sapiens	
FJ850065	Dengue virus 	FJ850065	2000-XX-XX	Central America	NIC	Nicaragua	NIC/Leon		complete	10679.0	Homo sapiens	
FJ744707	Dengue virus 	FJ744707	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10678.0	Homo sapiens	
EU482628	Dengue virus 	EU482628	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU482626	Dengue virus 	EU482626	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
EU482625	Dengue virus 	EU482625	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU482624	Dengue virus 	EU482624	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU482623	Dengue virus 	EU482623	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10681.0	Homo sapiens	
EU482622	Dengue virus 	EU482622	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
FJ850066	Dengue virus 	FJ850066	2000-XX-XX	Central America	NIC	Nicaragua	NIC/Leon		complete	10679.0	Homo sapiens	
FJ850067	Dengue virus 	FJ850067	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Carazo		complete	10679.0	Homo sapiens	
FJ850115	Dengue virus 	FJ850115	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10678.0	Homo sapiens	
EU482627	Dengue virus 	EU482627	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
FJ744708	Dengue virus 	FJ744708	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10689.0	Homo sapiens	
FJ744741	Dengue virus 	FJ744741	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Carazo		complete	10679.0	Homo sapiens	
FJ744742	Dengue virus 	FJ744742	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Carazo		complete	10679.0	Homo sapiens	
EU596483	Dengue virus 	EU596483	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU596484	Dengue virus 	EU596484	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10678.0	Homo sapiens	
EU596495	Dengue virus 	EU596495	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
EU596496	Dengue virus 	EU596496	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10681.0	Homo sapiens	
EU596497	Dengue virus 	EU596497	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU596498	Dengue virus 	EU596498	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU596499	Dengue virus 	EU596499	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10663.0	Homo sapiens	
EU596500	Dengue virus 	EU596500	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU660406	Dengue virus 	EU660406	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
EU569702	Dengue virus 	EU569702	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
EU569700	Dengue virus 	EU569700	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
EU569699	Dengue virus 	EU569699	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10678.0	Homo sapiens	
EU621672	Dengue virus 	EU621672	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10711.0	Homo sapiens	
EU569692	Dengue virus 	EU569692	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10674.0	Homo sapiens	
EU569698	Dengue virus 	EU569698	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU569697	Dengue virus 	EU569697	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU569696	Dengue virus 	EU569696	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10664.0	Homo sapiens	
EU569695	Dengue virus 	EU569695	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU569701	Dengue virus 	EU569701	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
FJ850051	Dengue virus 	FJ850051	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
EU660405	Dengue virus 	EU660405	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
HQ541800	Dengue virus 	HQ541800	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		partial	8617.0	Homo sapiens	
FJ744743	Dengue virus 	FJ744743	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10727.0	Homo sapiens	
FJ744744	Dengue virus 	FJ744744	2000-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10664.0	Homo sapiens	
FJ547090	Dengue virus 	FJ547090	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10641.0	Homo sapiens	
FJ639833	Dengue virus 	FJ639833	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
FJ639834	Dengue virus 	FJ639834	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10665.0	Homo sapiens	
FJ639835	Dengue virus 	FJ639835	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
FJ639836	Dengue virus 	FJ639836	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
FJ639837	Dengue virus 	FJ639837	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
EU660404	Dengue virus 	EU660404	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10709.0	Homo sapiens	
FJ478455	Dengue virus 	FJ478455	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10678.0	Homo sapiens	
FJ226066	Dengue virus 	FJ226066	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10684.0	Homo sapiens	
FJ373300	Dengue virus 	FJ373300	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
FJ373301	Dengue virus 	FJ373301	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10706.0	Homo sapiens	
FJ390390	Dengue virus 	FJ390390	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
FJ390391	Dengue virus 	FJ390391	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
FJ410291	Dengue virus 	FJ410291	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
FJ182014	Dengue virus 	FJ182014	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
FJ205885	Dengue virus 	FJ205885	2008-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
FJ478459	Dengue virus 	FJ478459	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
FJ850050	Dengue virus 	FJ850050	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10660.0	Homo sapiens	
HQ541801	Dengue virus 	HQ541801	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		partial	9994.0	Homo sapiens	
FJ913016	Dengue virus 	FJ913016	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		partial	8585.0	Homo sapiens	
FJ898432	Dengue virus 	FJ898432	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10443.0	Homo sapiens	
FJ882594	Dengue virus 	FJ882594	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10648.0	Homo sapiens	
JX079694	Dengue virus 	JX079694	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10478.0	Homo sapiens	
FJ882593	Dengue virus 	FJ882593	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
FJ873808	Dengue virus 	FJ873808	2000-XX-XX	Central America	NIC	Nicaragua	NIC/Leon		complete	10741.0	Homo sapiens	
EU482629	Dengue virus 	EU482629	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
EU482630	Dengue virus 	EU482630	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU482631	Dengue virus 	EU482631	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
EU482633	Dengue virus 	EU482633	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10678.0	Homo sapiens	
EU482634	Dengue virus 	EU482634	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU482635	Dengue virus 	EU482635	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
EU482636	Dengue virus 	EU482636	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
EU482637	Dengue virus 	EU482637	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10678.0	Homo sapiens	
FJ810418	Dengue virus 	FJ810418	2008-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10677.0	Homo sapiens	
EU482638	Dengue virus 	EU482638	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU482639	Dengue virus 	EU482639	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
EU482680	Dengue virus 	EU482680	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU482681	Dengue virus 	EU482681	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10678.0	Homo sapiens	
EU482682	Dengue virus 	EU482682	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU482683	Dengue virus 	EU482683	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU482684	Dengue virus 	EU482684	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
GQ199898	Dengue virus 	GQ199898	2001-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10721.0	Homo sapiens	
FJ898434	Dengue virus 	FJ898434	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
FJ898435	Dengue virus 	FJ898435	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
EU482632	Dengue virus 	EU482632	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
FJ898436	Dengue virus 	FJ898436	2004-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
JX079688	Dengue virus 	JX079688	2008-XX-XX	Central America	NIC	Nicaragua	NIC/Ciudad Sandino		complete	10477.0	Homo sapiens	
JX079690	Dengue virus 	JX079690	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10342.0	Homo sapiens	
JX079691	Dengue virus 	JX079691	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		partial	10475.0	Homo sapiens	
FJ906961	Dengue virus 	FJ906961	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10661.0	Homo sapiens	
EU482685	Dengue virus 	EU482685	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10678.0	Homo sapiens	
GQ199895	Dengue virus 	GQ199895	1999-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10678.0	Homo sapiens	
GQ199896	Dengue virus 	GQ199896	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Carazo		complete	10679.0	Homo sapiens	
JX079687	Dengue virus 	JX079687	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		partial	8668.0	Homo sapiens	
EU482686	Dengue virus 	EU482686	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
EU482687	Dengue virus 	EU482687	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
JX079692	Dengue virus 	JX079692	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		partial	6191.0	Homo sapiens	
FJ906960	Dengue virus 	FJ906960	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10660.0	Homo sapiens	
EU482688	Dengue virus 	EU482688	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10678.0	Homo sapiens	
GQ199897	Dengue virus 	GQ199897	2002-XX-XX	Central America	NIC	Nicaragua	NIC/Matagalpa		complete	10668.0	Homo sapiens	
FJ906962	Dengue virus 	FJ906962	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10678.0	Homo sapiens	
FJ906956	Dengue virus 	FJ906956	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10679.0	Homo sapiens	
FJ898479	Dengue virus 	FJ898479	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
FJ898477	Dengue virus 	FJ898477	2000-XX-XX	Central America	NIC	Nicaragua	NIC/Leon		complete	10678.0	Homo sapiens	
JX079686	Dengue virus 	JX079686	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		partial	4343.0	Homo sapiens	
FJ898478	Dengue virus 	FJ898478	2000-XX-XX	Central America	NIC	Nicaragua	NIC/Leon		complete	10679.0	Homo sapiens	
EU482689	Dengue virus 	EU482689	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10680.0	Homo sapiens	
KF419417	Dengue virus 	KF419417	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419416	Dengue virus 	KF419416	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419415	Dengue virus 	KF419415	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419414	Dengue virus 	KF419414	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
JX051814	Dengue virus 	JX051814	2010-XX-XX	Southern South America	PRY	Paraguay	PRY/Asuncion		partial	1485.0	Homo sapiens	
KF419413	Dengue virus 	KF419413	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
EU045312	Dengue virus 	EU045312	2005-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0		
EU045313	Dengue virus 	EU045313	2005-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0		
JX051812	Dengue virus 	JX051812	2010-XX-XX	Southern South America	PRY	Paraguay	PRY/Asuncion		partial	1485.0	Homo sapiens	
EU045311	Dengue virus 	EU045311	2001-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0		
KF419412	Dengue virus 	KF419412	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
JX051813	Dengue virus 	JX051813	2010-XX-XX	Southern South America	PRY	Paraguay	PRY/Alto Parana		partial	1485.0	Homo sapiens	
MT379597	Dengue virus 	MT379597	2018-11-07	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379596	Dengue virus 	MT379596	2018-11-09	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379595	Dengue virus 	MT379595	2018-11-07	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379594	Dengue virus 	MT379594	2018-11-12	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379593	Dengue virus 	MT379593	2018-11-13	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
JX051788	Dengue virus 	JX051788	2010-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
JX051789	Dengue virus 	JX051789	2010-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
MT379598	Dengue virus 	MT379598	2018-11-06	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379580	Dengue virus 	MT379580	2019-01-16	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379592	Dengue virus 	MT379592	2018-11-15	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
JX051798	Dengue virus 	JX051798	2011-XX-XX	Western South America	PER	Peru	PER/Tumbes		partial	1485.0	Homo sapiens	
JX051797	Dengue virus 	JX051797	2011-XX-XX	Western South America	PER	Peru	PER/Tumbes		partial	1485.0	Homo sapiens	
JX051796	Dengue virus 	JX051796	2011-XX-XX	Western South America	PER	Peru	PER/Madre de Dios		partial	1485.0	Homo sapiens	
JX051795	Dengue virus 	JX051795	2011-XX-XX	Western South America	PER	Peru	PER/Madre de Dios		partial	1485.0	Homo sapiens	
JX051794	Dengue virus 	JX051794	2011-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
JX051793	Dengue virus 	JX051793	2011-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
JX051792	Dengue virus 	JX051792	2010-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
JX051791	Dengue virus 	JX051791	2010-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
JX051767	Dengue virus 	JX051767	2000-XX-XX	Western South America	PER	Peru	PER/Piura		partial	1485.0	Homo sapiens	
JX051790	Dengue virus 	JX051790	2010-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
MT379579	Dengue virus 	MT379579	2019-05-02	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379581	Dengue virus 	MT379581	2019-01-05	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379582	Dengue virus 	MT379582	2019-01-02	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379583	Dengue virus 	MT379583	2019-01-02	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379584	Dengue virus 	MT379584	2018-12-24	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379585	Dengue virus 	MT379585	2018-12-24	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379586	Dengue virus 	MT379586	2018-12-20	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379587	Dengue virus 	MT379587	2018-11-26	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379588	Dengue virus 	MT379588	2018-11-26	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379589	Dengue virus 	MT379589	2018-11-22	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379590	Dengue virus 	MT379590	2018-11-22	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379591	Dengue virus 	MT379591	2018-11-16	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379599	Dengue virus 	MT379599	2018-11-05	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
JX051768	Dengue virus 	JX051768	2000-XX-XX	Western South America	PER	Peru	PER/Tumbes		partial	1485.0	Homo sapiens	
JX051781	Dengue virus 	JX051781	2009-XX-XX	Western South America	PER	Peru	PER/Madre de Dios		partial	1485.0	Homo sapiens	
KC294201	Dengue virus 2	KC294201	2009-02-13	Western South America	PER	Peru	PER/Puerto Maldonado		complete	10723.0	Homo sapiens	
KC294209	Dengue virus 2	KC294209	2011-03-01	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294208	Dengue virus 2	KC294208	2011-02-23	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294207	Dengue virus 2	KC294207	2011-02-11	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294206	Dengue virus 2	KC294206	2011-02-07	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294205	Dengue virus 2	KC294205	2011-01-18	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294204	Dengue virus 2	KC294204	2011-01-03	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294203	Dengue virus 2	KC294203	2010-12-29	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294202	Dengue virus 2	KC294202	2010-12-13	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
MT379600	Dengue virus 	MT379600	2018-11-05	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
KC294200	Dengue virus 2	KC294200	2007-03-28	Western South America	PER	Peru	PER/Puerto Maldonado		complete	10724.0	Homo sapiens	
MT379609	Dengue virus 	MT379609	2018-04-16	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379610	Dengue virus 	MT379610	2018-04-18	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
KC294211	Dengue virus 2	KC294211	2011-04-04	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
MT379611	Dengue virus 	MT379611	2018-04-15	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
JX051776	Dengue virus 	JX051776	2002-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
JX051787	Dengue virus 	JX051787	2010-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
JX051786	Dengue virus 	JX051786	2010-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
JX051785	Dengue virus 	JX051785	2010-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
JX051784	Dengue virus 	JX051784	2009-XX-XX	Western South America	PER	Peru	PER/Madre de Dios		partial	1485.0	Homo sapiens	
JX051775	Dengue virus 	JX051775	2002-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
JX051770	Dengue virus 	JX051770	2001-XX-XX	Western South America	PER	Peru	PER/Piura		partial	1485.0	Homo sapiens	
JX051771	Dengue virus 	JX051771	2002-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
JX051774	Dengue virus 	JX051774	2002-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
JX051773	Dengue virus 	JX051773	2002-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
JX051772	Dengue virus 	JX051772	2002-XX-XX	Western South America	PER	Peru	PER/Loreto		partial	1485.0	Homo sapiens	
MT379612	Dengue virus 	MT379612	2018-04-09	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
KC294212	Dengue virus 2	KC294212	2011-04-24	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294210	Dengue virus 2	KC294210	2011-03-23	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294213	Dengue virus 2	KC294213	2011-04-29	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
JX051769	Dengue virus 	JX051769	2001-XX-XX	Western South America	PER	Peru	PER/Piura		partial	1485.0	Homo sapiens	
JX051782	Dengue virus 	JX051782	2009-XX-XX	Western South America	PER	Peru	PER/Madre de Dios		partial	1485.0	Homo sapiens	
JX051780	Dengue virus 	JX051780	2008-XX-XX	Western South America	PER	Peru	PER/Madre de Dios		partial	1485.0	Homo sapiens	
MT379601	Dengue virus 	MT379601	2018-11-04	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379602	Dengue virus 	MT379602	2018-11-02	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379603	Dengue virus 	MT379603	2018-10-31	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379604	Dengue virus 	MT379604	2018-10-24	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379605	Dengue virus 	MT379605	2018-10-22	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
MT379606	Dengue virus 	MT379606	2018-09-01	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
JX051777	Dengue virus 	JX051777	2007-XX-XX	Western South America	PER	Peru	PER/Madre de Dios		partial	1485.0	Homo sapiens	
MT379608	Dengue virus 	MT379608	2018-07-04	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
KC294223	Dengue virus 2	KC294223	2010-10-19	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
MT379607	Dengue virus 	MT379607	2018-07-23	Western South America	PER	Peru			partial	1485.0	Homo sapiens	
JX051783	Dengue virus 	JX051783	2009-XX-XX	Western South America	PER	Peru	PER/Madre de Dios		partial	1485.0	Homo sapiens	
KC294221	Dengue virus 2	KC294221	2010-11-16	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294220	Dengue virus 2	KC294220	2010-11-04	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294219	Dengue virus 2	KC294219	2010-10-21	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294218	Dengue virus 2	KC294218	2011-01-24	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294217	Dengue virus 2	KC294217	2010-11-22	Western South America	PER	Peru	PER/Yurimaguas		complete	10723.0	Homo sapiens	
KC294216	Dengue virus 2	KC294216	2002-02-06	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294222	Dengue virus 2	KC294222	2002-03-22	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
KC294215	Dengue virus 2	KC294215	2010-12-22	Western South America	PER	Peru	PER/Yurimaguas		complete	10723.0	Homo sapiens	
KC294214	Dengue virus 2	KC294214	2011-05-11	Western South America	PER	Peru	PER/Iquitos		complete	10723.0	Homo sapiens	
JX051779	Dengue virus 	JX051779	2007-XX-XX	Western South America	PER	Peru	PER/Madre de Dios		partial	1485.0	Homo sapiens	
JX051778	Dengue virus 	JX051778	2007-XX-XX	Western South America	PER	Peru	PER/Madre de Dios		partial	1485.0	Homo sapiens	
GQ398272	Dengue virus 	GQ398272	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
KF955363	Dengue virus 	KF955363	1986-XX-XX	Caribbean	PRI	Puerto Rico			complete	10531.0	Homo sapiens	
KF955364	Dengue virus 	KF955364	2006-XX-XX	Caribbean	PRI	Puerto Rico			complete	10521.0	Homo sapiens	
KF955371	Dengue virus 	KF955371	1994-XX-XX	Caribbean	PRI	Puerto Rico			partial	10391.0	Homo sapiens	
